Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7545564,MDG_0000000001,COUNTRY,SVN,EUR,YEAR,Europe,SEX,1990,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.8 [7.4-8.2],7.757348836,7.368293353,8.155710934,,2025-04-15T15:49:27.583+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
7545601,MDG_0000000001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.1 [10.1-26.1],16.145948742,10.096847722,26.111307886,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7545996,MDG_0000000001,COUNTRY,TUV,WPR,YEAR,Western Pacific,SEX,1971,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,72.8 [62.0-85.5],72.817925704,61.984527761,85.513958451,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
7546047,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.9 [30.0-66.4],44.858410091,29.958382808,66.368538576,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7546138,MDG_0000000001,COUNTRY,GHA,AFR,YEAR,Africa,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.1 [31.9-38.6],35.121938497,31.876900666,38.644519392,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7546540,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.2 [8.0-8.5],8.2176479,7.961593537,8.474935466,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7546958,MDG_0000000001,COUNTRY,PAN,AMR,YEAR,Americas,SEX,1959,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,67.1 [59.3-75.0],67.101939957,59.283948058,74.98613721,,2025-04-15T15:49:27.583+02:00,1959,1959-01-01T00:00:00+01:00,1959-12-31T00:00:00+01:00
7547307,MDG_0000000001,COUNTRY,ATG,AMR,YEAR,Americas,SEX,1968,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.7 [28.3-33.2],30.662077054,28.343296301,33.203889814,,2025-04-15T15:49:27.583+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
7547587,MDG_0000000001,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2002,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,47.5 [42.9-52.6],47.455217845,42.902897218,52.572308758,,2025-04-15T15:49:27.583+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7547732,MDG_0000000001,COUNTRY,NGA,AFR,YEAR,Africa,SEX,1984,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,110.9 [102.2-119.9],110.924919745,102.205342337,119.942941247,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
7547818,MDG_0000000001,UNICEFREGION,UNICEFREGIONEAC,,YEAR,,SEX,1991,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.5 [21.9-23.2],22.500150125,21.870550506,23.231950641,,2025-04-15T15:49:27.583+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
7547876,MDG_0000000001,COUNTRY,BEN,AFR,YEAR,Africa,SEX,1968,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,142.4 [131.9-154.9],142.417201952,131.87009774,154.897566166,,2025-04-15T15:49:27.583+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
7548173,MDG_0000000001,COUNTRY,MKD,EUR,YEAR,Europe,SEX,2003,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.7 [13.0-14.4],13.676456422,13.010512832,14.39003648,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7548549,MDG_0000000001,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.6 [13.0-14.4],13.632056067,12.950283736,14.448366088,,2025-04-15T15:49:27.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7549022,MDG_0000000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,2018,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.5 [6.3-6.7],6.486049971,6.279852128,6.711007931,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7549443,MDG_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.9 [21.7-59.7],35.94809749,21.682059329,59.710049426,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7549731,MDG_0000000001,COUNTRY,ITA,EUR,YEAR,Europe,SEX,1965,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.8 [35.1-36.5],35.786897598,35.096890147,36.479706723,,2025-04-15T15:49:27.583+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
7550287,MDG_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,64.9 [59.6-70.7],64.936742314,59.633676491,70.690497395,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7550312,MDG_0000000001,COUNTRY,COL,AMR,YEAR,Americas,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.3 [7.4-17.2],11.275982436,7.37565417,17.153378614,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
7550315,MDG_0000000001,UNICEFREGION,UNICEFREGIONEAP,,YEAR,,SEX,2012,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.6 [15.9-17.3],16.576966905,15.912704215,17.29453561,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7550747,MDG_0000000001,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,1985,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,113.3 [95.9-130.9],113.335729717,95.856716099,130.906386133,,2025-04-15T15:49:27.583+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
7550926,MDG_0000000001,COUNTRY,SVK,EUR,YEAR,Europe,SEX,1991,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.6 [10.2-10.9],10.567898993,10.243051232,10.909929208,,2025-04-15T15:49:27.583+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
7551069,MDG_0000000001,UNSDGREGION,UNSDG_NORTHAFR,,YEAR,,SEX,1991,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,58.0 [56.0-60.2],58.032753154,55.951551586,60.167940047,,2025-04-15T15:49:27.583+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
7551119,MDG_0000000001,COUNTRY,LUX,EUR,YEAR,Europe,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.3 [2.0-2.6],2.280731492,1.960537328,2.642626959,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7551370,MDG_0000000001,UNSDGREGION,UNSDG_OCEANIA,,YEAR,,SEX,1990,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,25.7 [24.0-27.5],25.697193379,24.020453516,27.456139885,,2025-04-15T15:49:27.583+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
7551547,MDG_0000000001,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,2006,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.4 [26.9-30.1],28.433641665,26.871055218,30.091865675,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7553083,MDG_0000000001,UNSDGREGION,UNSDG_NORTHAFR,,YEAR,,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.6 [20.6-27.4],23.568748701,20.592214403,27.425892772,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7553254,MDG_0000000001,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,2013,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.5 [38.6-42.4],40.462138206,38.578047963,42.432420693,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7553681,MDG_0000000001,COUNTRY,TKM,EUR,YEAR,Europe,SEX,1986,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,80.0 [69.2-94.1],79.999690449,69.211752147,94.096486884,,2025-04-15T15:49:27.583+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
7553913,MDG_0000000001,COUNTRY,CPV,AFR,YEAR,Africa,SEX,1982,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.4 [47.3-51.4],49.37633544,47.292440226,51.445216289,,2025-04-15T15:49:27.583+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
7554362,MDG_0000000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2003,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.9 [18.7-23.5],20.919188938,18.694959301,23.507983575,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7554851,MDG_0000000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,1956,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,71.1 [59.7-85.4],71.133768304,59.686711212,85.384123807,,2025-04-15T15:49:27.583+02:00,1956,1956-01-01T00:00:00+01:00,1956-12-31T00:00:00+01:00
7555199,MDG_0000000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,2000,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.0 [12.1-14.0],12.984421192,12.055475659,13.956667347,,2025-04-15T15:49:27.583+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7555237,MDG_0000000001,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.7 [43.0-54.8],48.711705362,43.023588397,54.847908014,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7555255,MDG_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,1987,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,98.3 [86.6-110.7],98.277076826,86.642912977,110.68839907,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
7555293,MDG_0000000001,COUNTRY,JAM,AMR,YEAR,Americas,SEX,1988,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.3 [21.7-32.0],26.301512829,21.671423438,32.015241028,,2025-04-15T15:49:27.583+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
7555321,MDG_0000000001,COUNTRY,TUV,WPR,YEAR,Western Pacific,SEX,1961,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,130.4 [116.5-145.2],130.437387655,116.542098249,145.224140962,,2025-04-15T15:49:27.583+02:00,1961,1961-01-01T00:00:00+01:00,1961-12-31T00:00:00+01:00
7556426,MDG_0000000001,COUNTRY,MLT,EUR,YEAR,Europe,SEX,1981,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.9 [12.0-13.9],12.920666364,12.030376321,13.878403629,,2025-04-15T15:49:27.583+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
7556555,MDG_0000000001,GLOBAL,GLOBAL,,YEAR,,SEX,1992,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,59.6 [58.7-60.6],59.55125138,58.706833557,60.568867526,,2025-04-15T15:49:27.583+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
7556962,MDG_0000000001,UNSDGREGION,UNSDG_EASTERNASIA,,YEAR,,SEX,1991,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,37.9 [35.0-41.3],37.891532488,35.024294257,41.252660322,,2025-04-15T15:49:27.583+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
7557201,MDG_0000000001,COUNTRY,CRI,AMR,YEAR,Americas,SEX,1984,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.0 [18.6-19.4],18.99686551,18.641814053,19.356878195,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
7557331,MDG_0000000001,COUNTRY,HRV,EUR,YEAR,Europe,SEX,1989,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.5 [13.1-14.0],13.537886305,13.094327543,13.976924705,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
7557649,MDG_0000000001,COUNTRY,MUS,AFR,YEAR,Africa,SEX,1958,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,72.2 [70.3-74.0],72.157908941,70.300304345,74.029314366,,2025-04-15T15:49:27.583+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
7557701,MDG_0000000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,1971,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.1 [54.3-70.8],62.066125413,54.313915893,70.784836652,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
7557709,MDG_0000000001,REGION,AMR,,YEAR,,SEX,2018,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.3 [12.9-13.9],13.323046445,12.895314686,13.934804592,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7557798,MDG_0000000001,COUNTRY,COD,AFR,YEAR,Africa,SEX,2007,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.1 [57.6-75.8],66.127021375,57.608617334,75.816206853,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7557813,MDG_0000000001,COUNTRY,PER,AMR,YEAR,Americas,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.8 [15.8-17.9],16.813976671,15.773202697,17.924202551,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7557986,MDG_0000000001,COUNTRY,SSD,AFR,YEAR,Africa,SEX,1989,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,158.6 [131.0-187.9],158.559270084,130.978244273,187.928631975,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
7558062,MDG_0000000001,COUNTRY,DZA,AFR,YEAR,Africa,SEX,2023,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.7 [17.8-21.9],19.743148622,17.811454057,21.887447202,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
7558199,MDG_0000000001,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2000,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,109.1 [97.8-122.1],109.09987477,97.782449027,122.126700381,,2025-04-15T15:49:27.583+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7558252,MDG_0000000001,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,1992,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,53.5 [48.9-58.3],53.508703995,48.910805286,58.32483669,,2025-04-15T15:49:27.583+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
7558551,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,96.5 [89.2-104.2],96.499743706,89.173454291,104.242082115,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7558881,MDG_0000000001,COUNTRY,TUR,EUR,YEAR,Europe,SEX,1992,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,53.8 [50.1-57.8],53.810524607,50.080533445,57.820624474,,2025-04-15T15:49:27.583+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
7558956,MDG_0000000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.2 [2.1-2.4],2.246694748,2.103695149,2.399783945,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7559016,MDG_0000000001,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,1971,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,142.8 [119.4-170.9],142.784555334,119.440006742,170.866073735,,2025-04-15T15:49:27.583+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
7559086,MDG_0000000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,1981,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.5 [16.9-18.1],17.490828652,16.886006818,18.117921531,,2025-04-15T15:49:27.583+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
7559099,MDG_0000000001,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,18.0 [14.5-22.2],17.986028619,14.474444396,22.240758781,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7559169,MDG_0000000001,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,1990,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,65.1 [60.5-70.0],65.130297082,60.479089342,70.001489939,,2025-04-15T15:49:27.583+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
7559424,MDG_0000000001,UNSDGREGION,UNSDG_OCEANIA,,YEAR,,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.7 [14.3-22.0],17.712145266,14.274987467,21.988422766,,2025-04-15T15:49:27.583+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7559610,MDG_0000000001,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,2009,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.9 [15.4-20.9],17.91622209,15.38318475,20.898038177,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7559630,MDG_0000000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,1998,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.3 [15.0-15.7],15.346155349,15.017469103,15.676225982,,2025-04-15T15:49:27.583+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
7559736,MDG_0000000001,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,2009,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,59.5 [54.4-64.9],59.519955108,54.366381487,64.85352662,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7559817,MDG_0000000001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,1973,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,204.6 [178.6-234.2],204.645044915,178.613982862,234.247071678,,2025-04-15T15:49:27.583+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
7559882,MDG_0000000001,COUNTRY,LCA,AMR,YEAR,Americas,SEX,1987,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.5 [15.5-17.6],16.522832402,15.546272492,17.554873613,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
7560299,MDG_0000000001,COUNTRY,ARG,AMR,YEAR,Americas,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.5 [42.6-44.4],43.520270346,42.608258325,44.416553944,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7560372,MDG_0000000001,COUNTRY,GRC,EUR,YEAR,Europe,SEX,2007,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.2 [3.1-3.4],3.233405277,3.093792803,3.373739993,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7560648,MDG_0000000001,COUNTRY,FRA,EUR,YEAR,Europe,SEX,1965,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.0 [20.5-21.4],20.964137596,20.531468551,21.38281657,,2025-04-15T15:49:27.583+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
7560748,MDG_0000000001,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,1985,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.7 [68.7-79.4],73.736192123,68.664712205,79.384028653,,2025-04-15T15:49:27.583+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
7560962,MDG_0000000001,COUNTRY,UKR,EUR,YEAR,Europe,SEX,1976,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.7 [22.5-37.5],28.715487117,22.506277803,37.537307479,"The State Statistics Service of Ukraine (SSSU) have suspended the compilation of impartial statistical information on births and deaths starting from 2022 and on the number of population starting from data as of January 1, 2023, onwards. Consequently, no data is available for 2022.",2025-04-15T15:49:27.583+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
7562164,MDG_0000000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,1981,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,120.9 [106.6-135.6],120.88663781,106.628280669,135.64890355,,2025-04-15T15:49:27.583+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
7562207,MDG_0000000001,COUNTRY,ZMB,AFR,YEAR,Africa,SEX,1966,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,88.4 [79.3-98.3],88.374464695,79.27850461,98.30267221,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
7562271,MDG_0000000001,COUNTRY,MOZ,AFR,YEAR,Africa,SEX,1966,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,145.5 [109.9-192.6],145.531385235,109.861717801,192.56639254,,2025-04-15T15:49:27.583+02:00,1966,1966-01-01T00:00:00+01:00,1966-12-31T00:00:00+01:00
7562304,MDG_0000000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,2002,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.9 [7.6-8.4],7.945065289,7.554254081,8.354712864,,2025-04-15T15:49:27.583+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7562624,MDG_0000000001,COUNTRY,ETH,AFR,YEAR,Africa,SEX,1986,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,180.7 [168.3-194.4],180.748091567,168.275780078,194.445862137,,2025-04-15T15:49:27.583+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
7562979,MDG_0000000001,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,1962,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,89.5 [76.7-105.5],89.511066126,76.739342322,105.488223855,,2025-04-15T15:49:27.583+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
7562980,MDG_0000000001,COUNTRY,FJI,WPR,YEAR,Western Pacific,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.9 [20.8-25.4],22.919464865,20.758266815,25.418586005,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7562984,MDG_0000000001,COUNTRY,ECU,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.0 [9.4-10.6],9.986488117,9.370597469,10.608126315,,2025-04-15T15:49:27.583+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7563343,MDG_0000000001,COUNTRY,GHA,AFR,YEAR,Africa,SEX,1979,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,90.7 [86.1-95.5],90.661995356,86.145518831,95.47839277,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
7563410,MDG_0000000001,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,SEX,1988,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.6 [17.1-18.1],17.602560317,17.089069708,18.138146535,,2025-04-15T15:49:27.583+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
