Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
651945,MDG_0000000001,COUNTRY,CHE,EUR,YEAR,Europe,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.4-3.6],3.508432478,3.375366566,3.645070875,,2025-04-15T15:49:27.583+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
652043,MDG_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.2 [69.0-82.1],75.220827353,68.979685288,82.140004503,,2025-04-15T15:49:27.583+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
652356,MDG_0000000001,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,1967,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,142.7 [131.7-154.5],142.726046592,131.681356839,154.54903298,,2025-04-15T15:49:27.583+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
652566,MDG_0000000001,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,1996,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.3 [28.0-32.7],30.288705632,28.016559342,32.719551879,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
652591,MDG_0000000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,1974,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,168.0 [134.1-210.5],167.991599991,134.106726932,210.471542721,,2025-04-15T15:49:27.583+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
652617,MDG_0000000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,1989,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,91.5 [82.0-101.7],91.464891342,82.016162781,101.70628858,,2025-04-15T15:49:27.583+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
652664,MDG_0000000001,COUNTRY,ATG,AMR,YEAR,Americas,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.8 [7.6-10.1],8.769149657,7.640559324,10.060730266,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
652707,MDG_0000000001,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,1979,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.9 [48.4-55.4],51.850781156,48.443677494,55.370480973,,2025-04-15T15:49:27.583+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
652888,MDG_0000000001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,1983,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.0 [46.0-56.7],51.004523028,45.950355896,56.706774246,,2025-04-15T15:49:27.583+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
653118,MDG_0000000001,COUNTRY,SRB,EUR,YEAR,Europe,SEX,2022,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.0 [4.7-5.3],5.005351968,4.736492617,5.294119618,,2025-04-15T15:49:27.583+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
653271,MDG_0000000001,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.3 [2.1-2.4],2.277439813,2.14354192,2.413173835,,2025-04-15T15:49:27.583+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
653347,MDG_0000000001,COUNTRY,GTM,AMR,YEAR,Americas,SEX,1987,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,61.4 [57.1-65.9],61.351898438,57.121652962,65.881759226,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
653363,MDG_0000000001,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,1977,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,80.1 [70.2-90.7],80.130636158,70.237891892,90.687749477,,2025-04-15T15:49:27.583+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
653513,MDG_0000000001,COUNTRY,MKD,EUR,YEAR,Europe,SEX,2002,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.7 [12.1-13.3],12.738631768,12.124685897,13.336457002,,2025-04-15T15:49:27.583+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
653608,MDG_0000000001,COUNTRY,COG,AFR,YEAR,Africa,SEX,1953,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,106.2 [89.8-124.5],106.232915339,89.787385494,124.463787709,,2025-04-15T15:49:27.583+02:00,1953,1953-01-01T00:00:00+01:00,1953-12-31T00:00:00+01:00
654155,MDG_0000000001,COUNTRY,BWA,AFR,YEAR,Africa,SEX,1984,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.2 [37.2-50.3],43.207332733,37.246235921,50.259189381,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
654501,MDG_0000000001,COUNTRY,SYC,AFR,YEAR,Africa,SEX,1987,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.5 [14.0-17.0],15.456429733,14.031499854,16.99367648,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
654544,MDG_0000000001,COUNTRY,CRI,AMR,YEAR,Americas,SEX,1976,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.5 [27.8-29.3],28.537365811,27.807257267,29.287852225,,2025-04-15T15:49:27.583+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
654649,MDG_0000000001,COUNTRY,PRY,AMR,YEAR,Americas,SEX,1978,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,59.5 [53.8-66.0],59.507233307,53.839082945,66.023531894,,2025-04-15T15:49:27.583+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
655008,MDG_0000000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,2003,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.4 [9.0-9.9],9.406751151,8.977632738,9.853848207,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
655086,MDG_0000000001,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,1960,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,109.6 [101.3-119.1],109.595363287,101.310387578,119.137550237,,2025-04-15T15:49:27.583+02:00,1960,1960-01-01T00:00:00+01:00,1960-12-31T00:00:00+01:00
655288,MDG_0000000001,COUNTRY,BEL,EUR,YEAR,Europe,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.4-3.6],3.542671706,3.443701285,3.641694795,,2025-04-15T15:49:27.583+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
655602,MDG_0000000001,COUNTRY,IRL,EUR,YEAR,Europe,SEX,2007,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.9 [3.7-4.1],3.907864297,3.743547695,4.073483642,,2025-04-15T15:49:27.583+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
656407,MDG_0000000001,COUNTRY,AZE,EUR,YEAR,Europe,SEX,1983,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,88.0 [76.0-102.1],87.969239033,76.017986244,102.138886264,,2025-04-15T15:49:27.583+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
656452,MDG_0000000001,COUNTRY,TUR,EUR,YEAR,Europe,SEX,1997,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.7 [37.4-44.3],40.700847797,37.435884976,44.27992427,,2025-04-15T15:49:27.583+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
656551,MDG_0000000001,COUNTRY,NOR,EUR,YEAR,Europe,SEX,1996,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.9 [3.7-4.1],3.894979724,3.703307034,4.092475003,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
656775,MDG_0000000001,COUNTRY,VEN,AMR,YEAR,Americas,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.6 [17.0-18.2],17.571988383,16.993163176,18.189558344,,2025-04-15T15:49:27.583+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
656867,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,1977,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,96.8 [89.4-104.7],96.797248239,89.401343076,104.663611056,,2025-04-15T15:49:27.583+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
656890,MDG_0000000001,COUNTRY,ROU,EUR,YEAR,Europe,SEX,1965,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.3 [45.1-47.4],46.258854872,45.11172839,47.429117806,,2025-04-15T15:49:27.583+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
657081,MDG_0000000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,1978,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.9 [27.0-39.9],32.909719423,26.997495759,39.894355343,,2025-04-15T15:49:27.583+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
657453,MDG_0000000001,COUNTRY,LBY,EMR,YEAR,Eastern Mediterranean,SEX,2003,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.3 [16.4-18.3],17.330537761,16.423250893,18.26188639,,2025-04-15T15:49:27.583+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
657504,MDG_0000000001,COUNTRY,AZE,EUR,YEAR,Europe,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,21.1 [16.6-26.5],21.126837143,16.632141005,26.538018517,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
657938,MDG_0000000001,COUNTRY,NIU,WPR,YEAR,Western Pacific,SEX,1982,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.3 [18.4-26.8],22.284259798,18.432001685,26.808770679,,2025-04-15T15:49:27.583+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
658405,MDG_0000000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,1995,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,73.2 [64.6-83.8],73.241582506,64.551162803,83.842208336,,2025-04-15T15:49:27.583+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
658461,MDG_0000000001,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2023,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.6 [6.1-7.1],6.588448039,6.122426029,7.053083079,,2025-04-15T15:49:27.583+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
659125,MDG_0000000001,REGION,WPR,,YEAR,,SEX,2009,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,16.0 [15.2-16.8],15.990706269,15.235144988,16.79110376,,2025-04-15T15:49:27.583+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
659214,MDG_0000000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,1968,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,84.2 [76.5-92.6],84.158829327,76.52874524,92.584852782,,2025-04-15T15:49:27.583+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
659682,MDG_0000000001,MGHEREG,UNICEF_ROSA,,YEAR,,SEX,2001,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.0 [64.1-68.1],66.014311824,64.107665435,68.059754686,,2025-04-15T15:49:27.583+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
659802,MDG_0000000001,COUNTRY,GRD,AMR,YEAR,Americas,SEX,1987,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.5 [17.8-21.4],19.480085461,17.776256774,21.3773638,,2025-04-15T15:49:27.583+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
660153,MDG_0000000001,MGHEREG,UNICEF_LACRO,,YEAR,,SEX,2008,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.0 [16.5-17.5],16.950094872,16.523364897,17.466829586,,2025-04-15T15:49:27.583+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
660276,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,1951,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.5 [22.7-24.4],23.534085977,22.666867362,24.429028666,,2025-04-15T15:49:27.583+02:00,1951,1951-01-01T00:00:00+01:00,1951-12-31T00:00:00+01:00
660552,MDG_0000000001,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,1978,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.8 [39.1-55.6],46.789809036,39.068628892,55.625132793,,2025-04-15T15:49:27.583+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
660840,MDG_0000000001,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,2010,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.0 [16.8-21.5],19.040381468,16.84337271,21.535932828,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
661043,MDG_0000000001,WORLDBANKINCOMEGROUP,WB_UMI,,YEAR,,SEX,1998,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,31.2 [30.2-32.3],31.202418513,30.219721216,32.289112601,,2025-04-15T15:49:27.583+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
661499,MDG_0000000001,COUNTRY,SVK,EUR,YEAR,Europe,SEX,1980,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.0 [16.1-17.9],16.994127491,16.146777769,17.868593224,,2025-04-15T15:49:27.583+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
661587,MDG_0000000001,COUNTRY,NIU,WPR,YEAR,Western Pacific,SEX,1962,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,66.5 [50.2-87.1],66.462393642,50.226546894,87.10833383,,2025-04-15T15:49:27.583+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
661691,MDG_0000000001,COUNTRY,BWA,AFR,YEAR,Africa,SEX,1990,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,38.9 [32.5-46.9],38.920697185,32.495648795,46.887626139,,2025-04-15T15:49:27.583+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
662040,MDG_0000000001,COUNTRY,USA,AMR,YEAR,Americas,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.8 [5.7-5.8],5.758228798,5.674605552,5.841293975,,2025-04-15T15:49:27.583+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
662061,MDG_0000000001,COUNTRY,NER,AFR,YEAR,Africa,SEX,1988,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,140.5 [130.6-150.9],140.493818566,130.635869242,150.85878199,,2025-04-15T15:49:27.583+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
662586,MDG_0000000001,COUNTRY,ITA,EUR,YEAR,Europe,SEX,1972,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,23.3 [22.8-23.9],23.305648823,22.801742159,23.855298107,,2025-04-15T15:49:27.583+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
662727,MDG_0000000001,COUNTRY,COD,AFR,YEAR,Africa,SEX,1997,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,88.5 [79.9-98.5],88.522433403,79.934915092,98.531172519,,2025-04-15T15:49:27.583+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
663000,MDG_0000000001,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,1997,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,62.0 [55.6-69.4],62.025058566,55.589544738,69.350951121,,2025-04-15T15:49:27.583+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
663051,MDG_0000000001,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,1986,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,15.3 [13.6-17.2],15.255674929,13.598233934,17.201679816,,2025-04-15T15:49:27.583+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
663083,MDG_0000000001,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,1972,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,104.8 [92.3-118.4],104.787896932,92.315908335,118.382057706,,2025-04-15T15:49:27.583+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
664661,MDG_0000000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.7 [2.6-2.8],2.716006615,2.598979795,2.833648892,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
664725,MDG_0000000001,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,1967,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,123.3 [109.1-140.1],123.319834644,109.090159889,140.072292919,,2025-04-15T15:49:27.583+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
664738,MDG_0000000001,COUNTRY,USA,AMR,YEAR,Americas,SEX,1980,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.2 [11.0-11.4],11.163617542,10.963239451,11.369345689,,2025-04-15T15:49:27.583+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
664958,MDG_0000000001,COUNTRY,NZL,WPR,YEAR,Western Pacific,SEX,2006,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.8 [4.7-5.1],4.84985217,4.655971748,5.055888367,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
665536,MDG_0000000001,COUNTRY,PLW,WPR,YEAR,Western Pacific,SEX,1980,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.0 [27.1-45.1],34.950748043,27.110435131,45.146649153,,2025-04-15T15:49:27.583+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
665796,MDG_0000000001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,1984,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,128.9 [122.7-135.7],128.91529215,122.727187325,135.69612138,,2025-04-15T15:49:27.583+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
665912,MDG_0000000001,COUNTRY,FIN,EUR,YEAR,Europe,SEX,1993,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.8 [4.6-4.9],4.781589429,4.619309056,4.948762994,,2025-04-15T15:49:27.583+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
666062,MDG_0000000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,36.8 [33.8-40.3],36.831353254,33.752480743,40.284047255,,2025-04-15T15:49:27.583+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
666447,MDG_0000000001,UNSDGREGION,UNSDG_LLDC,,YEAR,,SEX,2001,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,83.5 [81.7-85.5],83.523584099,81.740113313,85.503340574,,2025-04-15T15:49:27.583+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
666493,MDG_0000000001,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,2006,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,94.7 [80.6-112.2],94.739064035,80.593079165,112.203037026,,2025-04-15T15:49:27.583+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
666574,MDG_0000000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,1994,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.0 [17.7-22.6],20.029202375,17.718501481,22.637303132,,2025-04-15T15:49:27.583+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
666741,MDG_0000000001,COUNTRY,CIV,AFR,YEAR,Africa,SEX,1980,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,121.7 [112.0-132.2],121.749815314,112.034467501,132.153248045,,2025-04-15T15:49:27.583+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
667451,MDG_0000000001,COUNTRY,GNB,AFR,YEAR,Africa,SEX,1999,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,93.7 [83.9-105.0],93.680690366,83.855315777,104.992856995,,2025-04-15T15:49:27.583+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
667603,MDG_0000000001,COUNTRY,SLV,AMR,YEAR,Americas,SEX,1975,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,89.5 [78.4-103.1],89.541397862,78.384937304,103.122716838,,2025-04-15T15:49:27.583+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
667840,MDG_0000000001,COUNTRY,BOL,AMR,YEAR,Americas,SEX,1993,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,87.0 [81.9-92.5],86.975351354,81.907473875,92.532070776,,2025-04-15T15:49:27.583+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
668034,MDG_0000000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,1990,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,75.9 [69.7-82.5],75.890389879,69.680877052,82.480361222,,2025-04-15T15:49:27.583+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
668446,MDG_0000000001,COUNTRY,MKD,EUR,YEAR,Europe,SEX,1994,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,27.0 [26.0-28.2],27.039910232,25.978379117,28.161785472,,2025-04-15T15:49:27.583+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
668476,MDG_0000000001,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,1953,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.6 [48.6-50.5],49.56514937,48.557246997,50.527552377,,2025-04-15T15:49:27.583+02:00,1953,1953-01-01T00:00:00+01:00,1953-12-31T00:00:00+01:00
668852,MDG_0000000001,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,1995,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,55.2 [49.6-62.0],55.176985369,49.611321133,62.029981352,,2025-04-15T15:49:27.583+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
669170,MDG_0000000001,COUNTRY,DZA,AFR,YEAR,Africa,SEX,2013,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.9 [19.6-22.3],20.933408333,19.615517125,22.335300597,,2025-04-15T15:49:27.583+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
669199,MDG_0000000001,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,1963,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,139.9 [128.3-152.3],139.92866645,128.28535602,152.344732088,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,2025-04-15T15:49:27.583+02:00,1963,1963-01-01T00:00:00+01:00,1963-12-31T00:00:00+01:00
669221,MDG_0000000001,COUNTRY,SVN,EUR,YEAR,Europe,SEX,1996,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.3 [6.0-6.7],6.336751368,5.968569291,6.714474912,,2025-04-15T15:49:27.583+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
669403,MDG_0000000001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,1968,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,130.5 [117.3-144.5],130.522372002,117.337419262,144.469356991,,2025-04-15T15:49:27.583+02:00,1968,1968-01-01T00:00:00+01:00,1968-12-31T00:00:00+01:00
669404,MDG_0000000001,COUNTRY,GUY,AMR,YEAR,Americas,SEX,1970,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.8 [44.4-60.5],51.792638649,44.437043254,60.483500583,,2025-04-15T15:49:27.583+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
669572,MDG_0000000001,COUNTRY,SSD,AFR,YEAR,Africa,SEX,1999,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,122.9 [103.8-144.7],122.89464717,103.826519674,144.742931018,,2025-04-15T15:49:27.583+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
669856,MDG_0000000001,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,1998,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,20.1 [18.0-22.4],20.109908729,17.99624504,22.403719829,,2025-04-15T15:49:27.583+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
