Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
787847,MDG_0000000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,1931,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,155.8 [136.3-178.6],155.82133041,136.289313993,178.572710163,,2026-08-04T15:40:44.863+02:00,1931,1931-01-01T00:00:00+01:00,1931-12-31T00:00:00+01:00
787881,MDG_0000000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,1979,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,17.2 [16.5-18.1],17.239373974,16.465439006,18.068149022,,2026-08-04T15:40:44.863+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
787882,MDG_0000000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,1979,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.8 [14.0-15.8],14.814128664,13.965285126,15.771712626,,2026-08-04T15:40:44.863+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
787883,MDG_0000000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,1979,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,19.5 [18.5-20.6],19.546174731,18.529026831,20.60755299,,2026-08-04T15:40:44.863+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
787935,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,48.3 [36.1-65.0],48.314750934,36.149390023,65.016313614,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787936,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,44.5 [33.1-60.0],44.46793099,33.073367665,59.999648901,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787937,MDG_0000000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,52.0 [38.8-70.1],51.994948782,38.775642211,70.138399633,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787938,MDG_0000000001,REGION,AFR,YEAR,,,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,46.3 [43.9-50.9],46.324937063,43.919334576,50.877648629,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787939,MDG_0000000001,REGION,AFR,YEAR,,,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,41.4 [39.2-45.5],41.400538624,39.194166696,45.499330664,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787940,MDG_0000000001,REGION,AFR,YEAR,,,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,51.0 [48.3-56.1],50.997488703,48.309707207,56.103298273,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787941,MDG_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,32.1 [21.9-49.7],32.129432872,21.865123363,49.715910515,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787942,MDG_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,28.3 [19.1-43.9],28.343945394,19.142033677,43.850981507,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787943,MDG_0000000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,35.8 [24.2-55.4],35.757628459,24.199786874,55.446409858,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787944,MDG_0000000001,COUNTRY,AIA,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.2 [2.5-11.1],5.197034382,2.47564288,11.085558537,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787945,MDG_0000000001,COUNTRY,AIA,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.3 [2.5-11.4],5.294726182,2.519143111,11.362218636,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787946,MDG_0000000001,COUNTRY,AIA,YEAR,AMR,Americas,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.1 [2.4-10.9],5.09665767,2.4342992,10.887776249,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787947,MDG_0000000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.3 [7.0-9.7],8.251786587,6.985434433,9.719114862,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787948,MDG_0000000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.4 [6.3-8.8],7.386894449,6.250264837,8.75172242,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787949,MDG_0000000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.1 [7.7-10.7],9.070722943,7.670499572,10.723549473,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787950,MDG_0000000001,REGION,AMR,YEAR,,,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.9 [10.3-12.0],10.911642148,10.267369386,11.9795758,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787951,MDG_0000000001,REGION,AMR,YEAR,,,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.8 [9.2-10.8],9.783546463,9.194268323,10.772064905,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787952,MDG_0000000001,REGION,AMR,YEAR,,,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.0 [11.2-13.2],11.981145177,11.246361266,13.167678582,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787953,MDG_0000000001,COUNTRY,AND,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.4 [0.6-9.8],2.419065802,0.585075419,9.768403286,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787954,MDG_0000000001,COUNTRY,AND,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.1 [0.5-8.6],2.104259943,0.507855564,8.550991323,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787955,MDG_0000000001,COUNTRY,AND,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.7 [0.7-10.9],2.712941333,0.657015904,10.908158594,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787956,MDG_0000000001,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.8 [3.2-4.4],3.781428508,3.223539013,4.430393357,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787957,MDG_0000000001,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.4 [2.9-4.0],3.405404543,2.889650537,4.008299689,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787958,MDG_0000000001,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.1 [3.5-4.9],4.1384957,3.520126661,4.872402427,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787959,MDG_0000000001,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.0 [7.1-9.1],8.022724788,7.062603967,9.134576755,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787960,MDG_0000000001,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.1 [6.3-8.2],7.143705451,6.27812361,8.150723725,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787961,MDG_0000000001,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.9 [7.8-10.1],8.867821185,7.795806414,10.099778257,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787962,MDG_0000000001,COUNTRY,ARM,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,8.5 [6.8-10.9],8.485405376,6.812314757,10.859822215,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787963,MDG_0000000001,COUNTRY,ARM,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.7 [6.1-9.8],7.655439054,6.082519019,9.847383057,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787964,MDG_0000000001,COUNTRY,ARM,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.3 [7.4-11.9],9.284236692,7.39967106,11.940434132,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787965,MDG_0000000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.0 [5.0-10.1],7.049174692,4.996289583,10.113631265,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787966,MDG_0000000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,6.4 [4.5-9.3],6.445480145,4.540718083,9.304061733,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787967,MDG_0000000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.6 [5.3-10.9],7.615607122,5.347141289,10.904593755,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787968,MDG_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.1 [2.9-3.3],3.089615463,2.910540167,3.273740726,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787969,MDG_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.8 [2.6-3.0],2.831678264,2.649721602,3.017947542,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787970,MDG_0000000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.3 [3.1-3.5],3.334595928,3.124755776,3.549436687,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787971,MDG_0000000001,COUNTRY,AUT,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.8 [2.6-3.0],2.801039117,2.601497293,3.009372524,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787972,MDG_0000000001,COUNTRY,AUT,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.6 [2.4-2.8],2.571129066,2.369465133,2.787061449,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787973,MDG_0000000001,COUNTRY,AUT,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.0 [2.8-3.3],3.019534842,2.787312196,3.263521254,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787974,MDG_0000000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.5 [8.0-19.7],12.485811241,7.961525034,19.673010723,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787975,MDG_0000000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.6 [7.4-18.3],11.595984785,7.392875546,18.300777132,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787976,MDG_0000000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,13.3 [8.5-21.0],13.309179009,8.507119972,21.02960175,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787977,MDG_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,30.5 [17.3-52.8],30.498936212,17.273165422,52.831139036,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787978,MDG_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.9 [15.2-46.6],26.873660226,15.206409309,46.607379949,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787979,MDG_0000000001,COUNTRY,BDI,YEAR,AFR,Africa,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,33.9 [19.2-58.7],33.920291025,19.193741066,58.732331052,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787980,MDG_0000000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.1 [3.0-3.3],3.138496276,2.972461291,3.313771426,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787981,MDG_0000000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.8 [2.6-3.0],2.789945712,2.620548751,2.971785964,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787982,MDG_0000000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,3.5 [3.3-3.7],3.468469541,3.270368674,3.684761618,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787983,MDG_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,45.2 [33.3-61.7],45.185178637,33.33130413,61.691696558,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787984,MDG_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,40.2 [29.6-55.2],40.225039537,29.583887971,55.226966587,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787985,MDG_0000000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,49.8 [36.5-68.3],49.788763711,36.54508744,68.321845365,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787986,MDG_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,43.6 [27.3-69.4],43.63434035,27.268423518,69.374670209,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787987,MDG_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,39.2 [24.4-62.3],39.194281113,24.440110263,62.283862176,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787988,MDG_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,47.9 [29.8-76.0],47.871008402,29.845128141,76.049733864,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787989,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,24.4 [22.9-26.5],24.43892323,22.881774847,26.51224204,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787990,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,22.7 [21.1-24.7],22.664068726,21.050095644,24.727327026,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787991,MDG_0000000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,26.1 [24.3-28.4],26.103719268,24.313858393,28.444250217,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787992,MDG_0000000001,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.6 [4.3-5.0],4.649810199,4.33081125,4.991446117,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787993,MDG_0000000001,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,4.2 [3.9-4.6],4.222673858,3.905534234,4.570625622,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787994,MDG_0000000001,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.0 [4.7-5.5],5.047278318,4.678664335,5.451203068,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787995,MDG_0000000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.3 [6.5-8.2],7.31430558,6.542651091,8.186500279,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787996,MDG_0000000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.1 [6.3-8.0],7.081376006,6.289664038,7.982158809,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787997,MDG_0000000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,7.5 [6.7-8.5],7.527853883,6.692584393,8.470538523,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787998,MDG_0000000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.1 [8.7-14.3],11.089893029,8.69151553,14.31428106,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
787999,MDG_0000000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.2 [7.9-13.2],10.212458503,7.942448269,13.234406617,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788000,MDG_0000000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.9 [9.3-15.4],11.940235733,9.317228542,15.422737975,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788001,MDG_0000000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.5 [4.9-6.1],5.479823986,4.904420026,6.12585316,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788002,MDG_0000000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.0 [4.5-5.7],5.03949795,4.486826647,5.671700756,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788003,MDG_0000000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,5.9 [5.2-6.6],5.897267522,5.242922291,6.621184451,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788004,MDG_0000000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.8 [1.4-2.3],1.802210831,1.375263486,2.330605194,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788005,MDG_0000000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,1.6 [1.2-2.1],1.591469871,1.212735213,2.068216197,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788006,MDG_0000000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,2.0 [1.5-2.6],2.003657074,1.522776291,2.593757566,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788007,MDG_0000000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,10.8 [9.4-12.3],10.794126236,9.43394013,12.337893808,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788008,MDG_0000000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,9.7 [8.4-11.1],9.679224673,8.410057784,11.133191851,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788009,MDG_0000000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2024,SEX_MLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,11.9 [10.3-13.6],11.861694368,10.327636218,13.635565923,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788010,MDG_0000000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2024,SEX_BTSX,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,14.2 [10.6-19.2],14.226109631,10.563943385,19.215438841,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
788011,MDG_0000000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,2024,SEX_FMLE,AGEGROUP,AGEGROUP_MONTHS0-11,,,,,12.8 [9.5-17.3],12.757431607,9.468550571,17.345525381,,2026-08-04T15:40:44.863+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
