Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9292732,WHOSIS_000001,COUNTRY,CPV,AFR,YEAR,Africa,SEX,SEX_FMLE,2018,,,,,,,78.0 [77.6-78.6],78.0275848,77.56365954,78.55751735,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9294378,WHOSIS_000001,COUNTRY,SVK,EUR,YEAR,Europe,SEX,SEX_BTSX,2008,,,,,,,74.8 [74.8-74.9],74.82525921,74.78404041,74.94974096,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9295686,WHOSIS_000001,COUNTRY,ISR,EUR,YEAR,Europe,SEX,SEX_BTSX,2001,,,,,,,78.8 [78.8-78.9],78.80591438,78.78364128,78.89806269,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9296139,WHOSIS_000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2012,,,,,,,70.3 [69.8-70.8],70.27478818,69.77612002,70.84698017,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9299625,WHOSIS_000001,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,63.6 [62.6-64.5],63.5691056,62.55712994,64.50232979,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9299908,WHOSIS_000001,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_FMLE,2011,,,,,,,73.2 [72.9-73.6],73.1683818,72.85602094,73.61665114,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9300485,WHOSIS_000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,SEX_BTSX,2020,,,,,,,64.6 [63.9-65.6],64.59433751,63.86471573,65.55819689,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9300774,WHOSIS_000001,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2017,,,,,,,74.0 [73.7-74.3],73.95856313,73.72553696,74.26254981,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9306201,WHOSIS_000001,COUNTRY,DJI,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2003,,,,,,,58.0 [56.8-59.2],58.01608858,56.77605244,59.22608484,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9307664,WHOSIS_000001,COUNTRY,TGO,AFR,YEAR,Africa,SEX,SEX_BTSX,2014,,,,,,,61.1 [60.3-62.0],61.08981314,60.31329629,61.95330774,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9307948,WHOSIS_000001,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_BTSX,2004,,,,,,,79.3 [79.1-79.6],79.27834154,79.09222286,79.57339133,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9307969,WHOSIS_000001,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2008,,,,,,,58.3 [57.4-59.4],58.34684959,57.4128265,59.35581588,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9308195,WHOSIS_000001,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_FMLE,2014,,,,,,,83.4 [83.3-83.6],83.41459252,83.29415532,83.62453548,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9308457,WHOSIS_000001,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_BTSX,2010,,,,,,,80.7 [80.7-80.8],80.68591395,80.68297423,80.76428909,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9312024,WHOSIS_000001,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_BTSX,2006,,,,,,,78.7 [78.7-78.8],78.74114417,78.73756724,78.82754664,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9313264,WHOSIS_000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,SEX_FMLE,2003,,,,,,,75.0 [74.9-75.3],75.02612998,74.85284598,75.33228126,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9313366,WHOSIS_000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_BTSX,2007,,,,,,,47.4 [46.3-48.6],47.39415912,46.34646411,48.64430508,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9314870,WHOSIS_000001,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2011,,,,,,,74.0 [73.2-75.0],73.97436228,73.16840269,75.00530425,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9315481,WHOSIS_000001,COUNTRY,AUT,EUR,YEAR,Europe,SEX,SEX_FMLE,2017,,,,,,,83.5 [83.5-83.6],83.5065155,83.49718696,83.58961827,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9318526,WHOSIS_000001,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2014,,,,,,,75.9 [75.4-76.6],75.91370418,75.43439359,76.62287728,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9319480,WHOSIS_000001,COUNTRY,AUS,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,80.8 [80.8-80.8],80.75565777,80.75555789,80.83681032,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9319772,WHOSIS_000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_BTSX,2020,,,,,,,53.1 [51.9-54.1],53.07817181,51.89774854,54.09888962,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9320015,WHOSIS_000001,COUNTRY,PER,AMR,YEAR,Americas,SEX,SEX_FMLE,2004,,,,,,,78.5 [78.1-78.9],78.46214016,78.10463519,78.938597,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9321090,WHOSIS_000001,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2010,,,,,,,76.9 [76.6-77.3],76.89519259,76.62682175,77.27456491,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9321644,WHOSIS_000001,COUNTRY,DOM,AMR,YEAR,Americas,SEX,SEX_BTSX,2017,,,,,,,73.4 [72.8-74.1],73.41062894,72.79987179,74.13035982,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9327077,WHOSIS_000001,REGION,AFR,,YEAR,,SEX,SEX_FMLE,2009,,,,,,,60.4 [59.7-61.0],60.39326064,59.69015288,61.00019789,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9327646,WHOSIS_000001,COUNTRY,TJK,EUR,YEAR,Europe,SEX,SEX_BTSX,2009,,,,,,,69.3 [68.8-69.9],69.34531105,68.83878399,69.88602661,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9327713,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,SEX_BTSX,2014,,,,,,,68.0 [67.5-68.6],68.03975837,67.48619134,68.60836421,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9327956,WHOSIS_000001,COUNTRY,BLZ,AMR,YEAR,Americas,SEX,SEX_BTSX,2009,,,,,,,73.7 [73.5-73.9],73.6700987,73.47756653,73.91982063,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9328407,WHOSIS_000001,COUNTRY,CRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2019,,,,,,,80.3 [80.2-80.4],80.30073211,80.20403879,80.42344824,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9331427,WHOSIS_000001,COUNTRY,LUX,EUR,YEAR,Europe,SEX,SEX_FMLE,2005,,,,,,,82.1 [82.0-82.2],82.07329717,82.00744184,82.23588866,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9331942,WHOSIS_000001,COUNTRY,SVK,EUR,YEAR,Europe,SEX,SEX_MLE,2005,,,,,,,70.2 [70.1-70.3],70.1870242,70.12875209,70.31525636,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9332386,WHOSIS_000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2020,,,,,,,76.8 [76.5-77.1],76.76997313,76.51398786,77.05944207,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9332433,WHOSIS_000001,COUNTRY,CHN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2000,,,,,,,73.3 [73.0-73.8],73.33363172,73.00776793,73.76740167,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9332568,WHOSIS_000001,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2018,,,,,,,66.0 [64.8-67.3],65.99608411,64.77175711,67.29826935,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9333688,WHOSIS_000001,COUNTRY,EST,EUR,YEAR,Europe,SEX,SEX_MLE,2002,,,,,,,65.5 [65.4-65.7],65.52310836,65.42363111,65.69511635,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9333720,WHOSIS_000001,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2002,,,,,,,69.1 [68.7-69.8],69.14712466,68.65851328,69.77914192,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9338436,WHOSIS_000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,66.8 [66.0-67.6],66.7976816,66.0344915,67.6200483,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9339111,WHOSIS_000001,COUNTRY,GUY,AMR,YEAR,Americas,SEX,SEX_BTSX,2001,,,,,,,64.7 [64.1-65.3],64.66515946,64.09505051,65.26655278,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9339580,WHOSIS_000001,COUNTRY,RWA,AFR,YEAR,Africa,SEX,SEX_FMLE,2015,,,,,,,68.8 [68.1-69.5],68.78351861,68.09678314,69.52736674,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9341137,WHOSIS_000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_MLE,2006,,,,,,,45.5 [44.4-46.6],45.53640766,44.39928386,46.55781396,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9341375,WHOSIS_000001,COUNTRY,KGZ,EUR,YEAR,Europe,SEX,SEX_BTSX,2017,,,,,,,72.8 [72.6-73.1],72.80933995,72.56498716,73.09175446,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9344899,WHOSIS_000001,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2003,,,,,,,59.5 [58.9-60.2],59.53762932,58.88161596,60.15364786,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9346974,WHOSIS_000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,SEX_BTSX,2001,,,,,,,79.7 [79.7-79.7],79.66920996,79.66147304,79.74789959,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9347005,WHOSIS_000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_MLE,2007,,,,,,,69.3 [69.0-69.6],69.31836276,69.00492883,69.62492641,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9347603,WHOSIS_000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2017,,,,,,,54.2 [52.8-55.4],54.18246164,52.81504368,55.40657599,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9350954,WHOSIS_000001,COUNTRY,BDI,AFR,YEAR,Africa,SEX,SEX_BTSX,2013,,,,,,,61.8 [61.1-62.6],61.79608792,61.12436682,62.61593102,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9351097,WHOSIS_000001,COUNTRY,PRY,AMR,YEAR,Americas,SEX,SEX_FMLE,2017,,,,,,,78.2 [77.7-78.7],78.1674584,77.74087539,78.74149923,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9351186,WHOSIS_000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_MLE,2015,,,,,,,71.4 [71.2-71.8],71.41800481,71.18573475,71.75374567,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9357585,WHOSIS_000001,COUNTRY,MKD,EUR,YEAR,Europe,SEX,SEX_MLE,2005,,,,,,,71.7 [71.5-71.9],71.67002087,71.5431269,71.87708839,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9358592,WHOSIS_000001,COUNTRY,CPV,AFR,YEAR,Africa,SEX,SEX_MLE,2017,,,,,,,72.0 [71.3-72.7],71.98973147,71.34271297,72.69763796,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9358761,WHOSIS_000001,COUNTRY,GRD,AMR,YEAR,Americas,SEX,SEX_BTSX,2003,,,,,,,70.8 [70.6-71.1],70.832783,70.63832204,71.10199453,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9360102,WHOSIS_000001,COUNTRY,IDN,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2006,,,,,,,66.9 [66.5-67.5],66.91500414,66.45699236,67.52211675,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9360232,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_BTSX,2020,,,,,,,80.0 [79.9-80.0],79.95969437,79.94482535,80.04519252,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9363215,WHOSIS_000001,COUNTRY,CZE,EUR,YEAR,Europe,SEX,SEX_MLE,2018,,,,,,,76.0 [76.0-76.1],76.019912,75.9923007,76.11665437,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9363311,WHOSIS_000001,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_BTSX,2018,,,,,,,62.4 [61.5-63.5],62.36096547,61.48698276,63.5114035,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9364211,WHOSIS_000001,COUNTRY,NZL,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2010,,,,,,,80.9 [80.9-81.0],80.9444522,80.91834838,81.04645316,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9365349,WHOSIS_000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2018,,,,,,,68.6 [67.8-69.3],68.56652068,67.79039246,69.31571782,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9366963,WHOSIS_000001,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2013,,,,,,,76.0 [75.8-76.3],76.02185578,75.7762805,76.34085882,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9369817,WHOSIS_000001,COUNTRY,COG,AFR,YEAR,Africa,SEX,SEX_FMLE,2002,,,,,,,53.9 [53.2-55.0],53.93629002,53.15198224,55.00907405,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9370137,WHOSIS_000001,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_BTSX,2011,,,,,,,81.0 [80.9-81.0],80.95610777,80.94194392,81.03538946,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9370434,WHOSIS_000001,COUNTRY,DOM,AMR,YEAR,Americas,SEX,SEX_BTSX,2011,,,,,,,74.0 [73.4-74.7],74.02906414,73.41196917,74.67766522,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9370767,WHOSIS_000001,COUNTRY,GRD,AMR,YEAR,Americas,SEX,SEX_MLE,2000,,,,,,,67.9 [67.7-68.2],67.93214849,67.69201569,68.23742098,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
9370929,WHOSIS_000001,COUNTRY,PRI,AMR,YEAR,Americas,SEX,SEX_MLE,2014,,,,,,,76.6 [76.5-76.7],76.58480281,76.4990996,76.7325063,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9371310,WHOSIS_000001,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_BTSX,2018,,,,,,,82.3 [82.1-82.5],82.26456738,82.10975931,82.4868947,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9377195,WHOSIS_000001,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2007,,,,,,,60.7 [60.2-61.3],60.66755486,60.15707994,61.32961627,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9377428,WHOSIS_000001,COUNTRY,MRT,AFR,YEAR,Africa,SEX,SEX_BTSX,2020,,,,,,,68.9 [68.3-69.8],68.92697523,68.28590671,69.75627595,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9377570,WHOSIS_000001,COUNTRY,GBR,EUR,YEAR,Europe,SEX,SEX_BTSX,2008,,,,,,,79.5 [79.5-79.6],79.53700634,79.47958591,79.59442678,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9377657,WHOSIS_000001,COUNTRY,LSO,AFR,YEAR,Africa,SEX,SEX_BTSX,2001,,,,,,,48.0 [46.6-49.2],47.97132353,46.576375,49.19537581,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9377787,WHOSIS_000001,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_BTSX,2012,,,,,,,60.8 [60.6-61.1],60.81522121,60.56022017,61.13475514,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9378853,WHOSIS_000001,COUNTRY,COD,AFR,YEAR,Africa,SEX,SEX_MLE,2021,,,,,,,59.4 [58.4-60.6],59.42621698,58.42269893,60.56454324,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9379078,WHOSIS_000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_FMLE,2021,,,,,,,78.4 [77.9-79.0],78.40878662,77.9366426,78.9893421,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9379135,WHOSIS_000001,COUNTRY,COD,AFR,YEAR,Africa,SEX,SEX_MLE,2009,,,,,,,55.2 [54.5-56.1],55.19280517,54.50441356,56.07738746,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9379498,WHOSIS_000001,COUNTRY,URY,AMR,YEAR,Americas,SEX,SEX_MLE,2021,,,,,,,71.2 [71.1-71.4],71.24718376,71.12293019,71.40512549,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9382209,WHOSIS_000001,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2010,,,,,,,69.5 [68.8-70.1],69.47191971,68.83825208,70.08671128,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9382215,WHOSIS_000001,COUNTRY,HUN,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,78.8 [78.7-78.9],78.75301914,78.72390272,78.85176644,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9383401,WHOSIS_000001,COUNTRY,TUR,EUR,YEAR,Europe,SEX,SEX_FMLE,2008,,,,,,,79.7 [79.3-80.1],79.65993346,79.30830121,80.10447086,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9383533,WHOSIS_000001,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_FMLE,2006,,,,,,,77.8 [77.6-78.2],77.84712853,77.59270736,78.16375699,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9383815,WHOSIS_000001,COUNTRY,BRB,AMR,YEAR,Americas,SEX,SEX_FMLE,2001,,,,,,,76.9 [76.8-77.2],76.92943176,76.77428785,77.2123877,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9384605,WHOSIS_000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2021,,,,,,,74.3 [73.8-74.9],74.34207035,73.77008878,74.89997892,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9384769,WHOSIS_000001,COUNTRY,JAM,AMR,YEAR,Americas,SEX,SEX_FMLE,2009,,,,,,,75.6 [75.4-75.8],75.56480627,75.42355066,75.75568853,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9385359,WHOSIS_000001,REGION,SEAR,,YEAR,,SEX,SEX_MLE,2013,,,,,,,67.7 [67.2-68.2],67.6574052,67.24293118,68.2046276,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9386022,WHOSIS_000001,REGION,AMR,,YEAR,,SEX,SEX_FMLE,2006,,,,,,,78.4 [78.2-78.6],78.36873933,78.20605894,78.57446302,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9391441,WHOSIS_000001,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2015,,,,,,,73.1 [72.5-73.8],73.07489389,72.54052973,73.76633725,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9391673,WHOSIS_000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2011,,,,,,,78.0 [77.7-78.3],77.97377185,77.68483207,78.33962914,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9395627,WHOSIS_000001,COUNTRY,ERI,AFR,YEAR,Africa,SEX,SEX_MLE,2021,,,,,,,60.9 [60.0-61.9],60.90836002,59.98396114,61.85168032,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9395733,WHOSIS_000001,COUNTRY,ISL,EUR,YEAR,Europe,SEX,SEX_FMLE,2009,,,,,,,83.2 [83.1-83.3],83.16664797,83.05363844,83.34907824,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9396410,WHOSIS_000001,COUNTRY,UGA,AFR,YEAR,Africa,SEX,SEX_MLE,2014,,,,,,,60.0 [59.3-60.7],59.99670701,59.29883243,60.74304673,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9396711,WHOSIS_000001,COUNTRY,PRY,AMR,YEAR,Americas,SEX,SEX_MLE,2018,,,,,,,72.4 [71.8-73.1],72.43069244,71.80284141,73.0957034,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9396820,WHOSIS_000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2004,,,,,,,70.2 [70.0-70.5],70.18451362,70.0256064,70.48798807,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9396924,WHOSIS_000001,COUNTRY,SEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2003,,,,,,,62.3 [61.8-62.8],62.25309356,61.80727085,62.82011393,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9397090,WHOSIS_000001,COUNTRY,BLZ,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,77.5 [77.4-77.8],77.54952184,77.36302145,77.81707313,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
