Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6210827,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,,YEAR,,SEX,SEX_MLE,2015,,,,,,,66.5 [66.0-67.2],66.50588099,66.02003861,67.18752272,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6211270,WHOSIS_000001,COUNTRY,GRD,AMR,YEAR,Americas,SEX,SEX_FMLE,2020,,,,,,,78.2 [77.9-78.6],78.16934672,77.88539154,78.55863752,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6211661,WHOSIS_000001,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2012,,,,,,,67.5 [66.9-68.1],67.49014908,66.87466796,68.08607723,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6211683,WHOSIS_000001,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_BTSX,2002,,,,,,,69.9 [69.7-70.2],69.8928645,69.65936214,70.16659673,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6212265,WHOSIS_000001,COUNTRY,BGR,EUR,YEAR,Europe,SEX,SEX_MLE,2000,,,,,,,68.4 [68.2-68.6],68.40513472,68.24941912,68.60074714,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6215335,WHOSIS_000001,COUNTRY,GEO,EUR,YEAR,Europe,SEX,SEX_FMLE,2021,,,,,,,75.6 [75.5-75.8],75.59980816,75.49481268,75.77591435,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6215488,WHOSIS_000001,REGION,EMR,,YEAR,,SEX,SEX_FMLE,2009,,,,,,,69.4 [68.8-70.1],69.44799508,68.76733435,70.09005277,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6216030,WHOSIS_000001,COUNTRY,NAM,AFR,YEAR,Africa,SEX,SEX_MLE,2009,,,,,,,56.3 [55.4-57.2],56.32814728,55.41542584,57.17454205,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6216943,WHOSIS_000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,65.0 [64.4-65.8],65.03249549,64.37091969,65.80720494,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6217774,WHOSIS_000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,SEX_FMLE,2008,,,,,,,76.4 [76.2-76.6],76.37352693,76.15174067,76.63997744,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6218925,WHOSIS_000001,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_BTSX,2006,,,,,,,46.7 [45.8-48.0],46.69775624,45.80318772,47.9814549,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6218942,WHOSIS_000001,COUNTRY,CPV,AFR,YEAR,Africa,SEX,SEX_FMLE,2007,,,,,,,76.8 [76.4-77.4],76.79111127,76.35772237,77.35474038,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6221865,WHOSIS_000001,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2016,,,,,,,75.9 [75.8-76.1],75.93732902,75.84286785,76.0855945,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6222569,WHOSIS_000001,COUNTRY,SVN,EUR,YEAR,Europe,SEX,SEX_MLE,2001,,,,,,,72.2 [72.1-72.3],72.19579867,72.10398312,72.34440931,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6222858,WHOSIS_000001,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2010,,,,,,,72.5 [72.4-72.8],72.51994249,72.3918672,72.76615123,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6223418,WHOSIS_000001,COUNTRY,SRB,EUR,YEAR,Europe,SEX,SEX_FMLE,2004,,,,,,,75.4 [75.3-75.5],75.36322492,75.27534631,75.49798535,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6223458,WHOSIS_000001,COUNTRY,QAT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2004,,,,,,,70.8 [70.5-71.3],70.84074247,70.45758222,71.33725895,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6225028,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,SEX,SEX_MLE,2013,,,,,,,60.0 [59.2-60.9],59.96753695,59.20000002,60.85176401,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6225578,WHOSIS_000001,COUNTRY,BHS,AMR,YEAR,Americas,SEX,SEX_BTSX,2003,,,,,,,72.0 [71.8-72.3],72.01356703,71.75599549,72.32253857,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6229061,WHOSIS_000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_MLE,2004,,,,,,,68.4 [68.1-68.7],68.3651701,68.05393838,68.68075069,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6229770,WHOSIS_000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2007,,,,,,,75.5 [75.1-75.9],75.47386562,75.07571717,75.91565338,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6230134,WHOSIS_000001,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2013,,,,,,,63.6 [62.9-64.3],63.58672686,62.8892636,64.25355834,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6230323,WHOSIS_000001,REGION,EUR,,YEAR,,SEX,SEX_BTSX,2015,,,,,,,77.0 [76.9-77.2],77.02127407,76.93312091,77.15559545,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6231330,WHOSIS_000001,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2015,,,,,,,66.8 [66.4-67.3],66.79010699,66.35696563,67.29620903,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6231350,WHOSIS_000001,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2012,,,,,,,65.8 [65.3-66.2],65.75048194,65.33028313,66.18001238,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6234671,WHOSIS_000001,COUNTRY,ZWE,AFR,YEAR,Africa,SEX,SEX_BTSX,2002,,,,,,,45.1 [43.6-46.5],45.11250007,43.64085548,46.48511136,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6235595,WHOSIS_000001,COUNTRY,COL,AMR,YEAR,Americas,SEX,SEX_MLE,2007,,,,,,,72.2 [71.8-72.6],72.19203005,71.84492884,72.63065918,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6237615,WHOSIS_000001,COUNTRY,SLE,AFR,YEAR,Africa,SEX,SEX_BTSX,2011,,,,,,,55.7 [54.8-56.7],55.66429433,54.75086949,56.66872054,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6241234,WHOSIS_000001,COUNTRY,CHN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,79.9 [79.6-80.4],79.94363394,79.57985444,80.41780266,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6241939,WHOSIS_000001,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2005,,,,,,,68.8 [68.3-69.5],68.83899982,68.30018872,69.53670603,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6243033,WHOSIS_000001,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_FMLE,2002,,,,,,,81.1 [81.0-81.2],81.10244583,81.04325636,81.16163529,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6248418,WHOSIS_000001,REGION,SEAR,,YEAR,,SEX,SEX_FMLE,2003,,,,,,,67.0 [66.5-67.5],66.96683381,66.48094585,67.52948095,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6248615,WHOSIS_000001,COUNTRY,HTI,AMR,YEAR,Americas,SEX,SEX_BTSX,2016,,,,,,,62.8 [61.8-63.8],62.79654412,61.834535,63.80998985,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6249911,WHOSIS_000001,COUNTRY,IRL,EUR,YEAR,Europe,SEX,SEX_MLE,2017,,,,,,,79.8 [79.8-80.0],79.84300114,79.8025861,79.95667479,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6250216,WHOSIS_000001,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2002,,,,,,,70.6 [70.4-70.8],70.59694491,70.42968205,70.82986844,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6250528,WHOSIS_000001,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2006,,,,,,,52.2 [50.9-53.2],52.19882919,50.86966923,53.24693193,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6254603,WHOSIS_000001,COUNTRY,URY,AMR,YEAR,Americas,SEX,SEX_BTSX,2001,,,,,,,74.9 [74.8-75.1],74.92750681,74.8463493,75.07090714,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6255226,WHOSIS_000001,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2006,,,,,,,69.7 [69.1-70.3],69.70476861,69.10378801,70.25303741,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6256543,WHOSIS_000001,GLOBAL,GLOBAL,,YEAR,,SEX,SEX_BTSX,2010,,,,,,,70.5 [70.1-70.9],70.49808463,70.05022266,70.90969024,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6256760,WHOSIS_000001,COUNTRY,MWI,AFR,YEAR,Africa,SEX,SEX_FMLE,2011,,,,,,,60.6 [59.8-61.4],60.58577735,59.80866066,61.41334483,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6257086,WHOSIS_000001,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_BTSX,2004,,,,,,,56.2 [55.3-57.1],56.18946769,55.3468615,57.11638798,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6257378,WHOSIS_000001,COUNTRY,GIN,AFR,YEAR,Africa,SEX,SEX_FMLE,2014,,,,,,,59.8 [59.1-60.7],59.8334762,59.06133367,60.66550593,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6260373,WHOSIS_000001,COUNTRY,SWE,EUR,YEAR,Europe,SEX,SEX_BTSX,2020,,,,,,,82.1 [82.1-82.2],82.08200836,82.07320609,82.16588803,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6260609,WHOSIS_000001,COUNTRY,VCT,AMR,YEAR,Americas,SEX,SEX_MLE,2003,,,,,,,69.9 [69.6-70.3],69.88977135,69.62685446,70.28581561,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6261077,WHOSIS_000001,COUNTRY,ERI,AFR,YEAR,Africa,SEX,SEX_FMLE,2013,,,,,,,64.7 [64.0-65.7],64.74637128,64.02374502,65.66998493,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6261309,WHOSIS_000001,COUNTRY,TTO,AMR,YEAR,Americas,SEX,SEX_BTSX,2000,,,,,,,70.4 [70.1-70.9],70.4199372,70.09346031,70.86536201,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6262569,WHOSIS_000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2005,,,,,,,61.6 [60.9-62.5],61.61985762,60.89348458,62.48068254,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6262996,WHOSIS_000001,COUNTRY,SVN,EUR,YEAR,Europe,SEX,SEX_MLE,2018,,,,,,,78.2 [78.1-78.3],78.18098614,78.07901931,78.33270021,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6263032,WHOSIS_000001,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2001,,,,,,,74.6 [74.0-75.2],74.55599136,73.98735587,75.17053918,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6263508,WHOSIS_000001,COUNTRY,MRT,AFR,YEAR,Africa,SEX,SEX_MLE,2014,,,,,,,69.4 [68.5-70.2],69.35371532,68.54550888,70.20301556,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6267778,WHOSIS_000001,COUNTRY,LSO,AFR,YEAR,Africa,SEX,SEX_BTSX,2009,,,,,,,47.4 [46.3-48.9],47.42048599,46.31001042,48.85639952,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6267920,WHOSIS_000001,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2010,,,,,,,65.9 [65.0-66.9],65.91714107,65.02228275,66.93218877,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6268462,WHOSIS_000001,COUNTRY,UZB,EUR,YEAR,Europe,SEX,SEX_BTSX,2007,,,,,,,64.8 [64.3-65.3],64.796684,64.31721174,65.27068913,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6268530,WHOSIS_000001,REGION,EUR,,YEAR,,SEX,SEX_MLE,2008,,,,,,,71.0 [70.9-71.2],71.04651081,70.94116214,71.21149109,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6268796,WHOSIS_000001,COUNTRY,EST,EUR,YEAR,Europe,SEX,SEX_FMLE,2008,,,,,,,79.3 [79.2-79.5],79.28379172,79.19761208,79.46716468,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6269306,WHOSIS_000001,COUNTRY,GNQ,AFR,YEAR,Africa,SEX,SEX_MLE,2000,,,,,,,52.4 [51.0-53.9],52.42832408,51.0469589,53.91759754,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6270389,WHOSIS_000001,COUNTRY,IDN,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2016,,,,,,,69.0 [68.3-69.9],68.98955292,68.25379461,69.87055925,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6270434,WHOSIS_000001,COUNTRY,GIN,AFR,YEAR,Africa,SEX,SEX_BTSX,2003,,,,,,,55.6 [54.7-56.5],55.63757789,54.68280963,56.49906581,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6274310,WHOSIS_000001,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_MLE,2018,,,,,,,64.8 [64.0-65.7],64.7929578,63.99195955,65.70932711,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6274647,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,SEX_BTSX,2003,,,,,,,78.0 [78.0-78.1],78.01340604,77.98627689,78.08813644,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6275800,WHOSIS_000001,COUNTRY,DEU,EUR,YEAR,Europe,SEX,SEX_BTSX,2014,,,,,,,80.8 [80.7-80.8],80.7599266,80.70062776,80.81922544,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6276674,WHOSIS_000001,COUNTRY,CYP,EUR,YEAR,Europe,SEX,SEX_BTSX,2009,,,,,,,80.9 [80.7-81.2],80.92281877,80.72502351,81.16766103,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6279655,WHOSIS_000001,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2015,,,,,,,60.0 [59.8-60.3],60.0064828,59.76614333,60.32013466,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6280175,WHOSIS_000001,COUNTRY,PRT,EUR,YEAR,Europe,SEX,SEX_FMLE,2019,,,,,,,84.1 [84.1-84.2],84.14959418,84.13089883,84.23744775,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6280581,WHOSIS_000001,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2007,,,,,,,80.4 [80.0-80.9],80.44970571,79.99586816,80.91626035,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6280850,WHOSIS_000001,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_FMLE,2006,,,,,,,71.7 [70.9-72.4],71.69080802,70.87628707,72.42901143,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6281886,WHOSIS_000001,COUNTRY,PRI,AMR,YEAR,Americas,SEX,SEX_BTSX,2001,,,,,,,76.2 [76.2-76.4],76.24165094,76.1526424,76.39198887,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6282319,WHOSIS_000001,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2008,,,,,,,79.5 [79.2-79.9],79.48007448,79.21697492,79.89255964,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6282812,WHOSIS_000001,COUNTRY,NER,AFR,YEAR,Africa,SEX,SEX_BTSX,2009,,,,,,,57.8 [56.8-58.9],57.84177819,56.79147293,58.91914717,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6283143,WHOSIS_000001,COUNTRY,KIR,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2012,,,,,,,58.2 [57.3-59.0],58.21443888,57.29622761,59.00341632,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6283150,WHOSIS_000001,COUNTRY,DZA,AFR,YEAR,Africa,SEX,SEX_BTSX,2003,,,,,,,73.3 [72.8-73.8],73.27414327,72.79261169,73.80033092,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6283161,WHOSIS_000001,COUNTRY,LKA,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2002,,,,,,,73.3 [73.3-73.5],73.3381305,73.25795436,73.47684945,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6286180,WHOSIS_000001,COUNTRY,HND,AMR,YEAR,Americas,SEX,SEX_FMLE,2001,,,,,,,71.0 [70.1-71.7],70.95970367,70.10355288,71.66639433,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6287994,WHOSIS_000001,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2008,,,,,,,78.7 [78.7-78.8],78.67177796,78.65030033,78.76289543,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6288955,WHOSIS_000001,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2001,,,,,,,59.8 [59.0-60.6],59.77708716,58.99210606,60.61779603,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6289477,WHOSIS_000001,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2014,,,,,,,73.4 [73.0-74.0],73.42810335,72.96048979,74.0211404,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6293035,WHOSIS_000001,COUNTRY,SLV,AMR,YEAR,Americas,SEX,SEX_BTSX,2001,,,,,,,71.7 [71.5-72.0],71.7165175,71.45582879,72.03902301,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6293050,WHOSIS_000001,COUNTRY,CMR,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,61.6 [60.5-62.6],61.60384814,60.48224424,62.58862232,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6293614,WHOSIS_000001,COUNTRY,AGO,AFR,YEAR,Africa,SEX,SEX_FMLE,2020,,,,,,,64.9 [64.0-66.0],64.93312434,63.95035712,65.98885153,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6293820,WHOSIS_000001,COUNTRY,ESP,EUR,YEAR,Europe,SEX,SEX_BTSX,2007,,,,,,,80.7 [80.6-80.7],80.67591348,80.6128406,80.73898637,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6294609,WHOSIS_000001,COUNTRY,CHE,EUR,YEAR,Europe,SEX,SEX_FMLE,2009,,,,,,,84.0 [84.0-84.1],83.99413543,83.97490763,84.078066,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6294677,WHOSIS_000001,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2011,,,,,,,65.8 [64.7-66.8],65.77634737,64.65678904,66.75870926,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6295138,WHOSIS_000001,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_MLE,2002,,,,,,,52.3 [51.1-53.4],52.25655503,51.08736192,53.35926989,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6298712,WHOSIS_000001,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_FMLE,2007,,,,,,,71.3 [71.2-71.5],71.33040368,71.16368431,71.52274081,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6299136,WHOSIS_000001,COUNTRY,MRT,AFR,YEAR,Africa,SEX,SEX_MLE,2009,,,,,,,68.3 [67.6-69.2],68.34121208,67.59133717,69.181113,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6299387,WHOSIS_000001,COUNTRY,HUN,EUR,YEAR,Europe,SEX,SEX_FMLE,2020,,,,,,,79.0 [79.0-79.1],79.026276,78.99154793,79.11737619,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6299663,WHOSIS_000001,COUNTRY,LTU,EUR,YEAR,Europe,SEX,SEX_FMLE,2015,,,,,,,79.5 [79.5-79.6],79.52707199,79.45780154,79.64942175,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6301003,WHOSIS_000001,COUNTRY,KEN,AFR,YEAR,Africa,SEX,SEX_FMLE,2013,,,,,,,65.7 [65.1-66.3],65.6549994,65.06256801,66.33761693,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6301396,WHOSIS_000001,COUNTRY,SSD,AFR,YEAR,Africa,SEX,SEX_FMLE,2013,,,,,,,61.2 [60.1-62.7],61.18717413,60.05632901,62.72142259,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6301632,WHOSIS_000001,COUNTRY,WSM,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2010,,,,,,,69.1 [68.5-69.7],69.06586044,68.48364391,69.72968403,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6301852,WHOSIS_000001,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_BTSX,2008,,,,,,,75.5 [75.2-75.9],75.53396399,75.20444787,75.91379854,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6305475,WHOSIS_000001,COUNTRY,CMR,AFR,YEAR,Africa,SEX,SEX_MLE,2021,,,,,,,59.9 [58.9-60.8],59.8869642,58.91595054,60.82999432,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6307802,WHOSIS_000001,COUNTRY,CRI,AMR,YEAR,Americas,SEX,SEX_MLE,2016,,,,,,,77.6 [77.5-77.7],77.56917021,77.49007268,77.71424115,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
